slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
house-on-sale-in-shankhamul,House on sale in Shankhamul,,False,False,4.5,10.0,6.0,False,Total Amount,15.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Shankhamul,1411.78,55500000.0
house-for-sale-at-goldhunga,House for sale at Goldhunga,,False,False,2.5,4.0,4.0,False,Total Amount,10.0,North-East,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Goldhunga,1369.0,19500000.0
house-on-sale-at-hattiban-lalitpur,"House on sale at Hattiban, Lalitpur",,False,False,2.5,,,False,Total Amount,20.0,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,1411.78,26500000.0
house-on-sale-in-mulpani-tiwari-tole,"House on sale in Mulpani, Tiwari Tole",,False,False,3.0,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Mulpani,1454.56,22500000.0
bungalow-house-for-sale-in-narayanthan-budhanilkantha,"Bungalow house for sale in Narayanthan, Budhanilkantha",,False,False,2.0,,,False,Total Amount,19.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,2053.5,45000000.0
brand-new-house-on-sale-in-phulbari-marga-bhaisepati,"Brand new house on sale in Phulbari Marga, Bhaisepati",,False,False,2.5,4.0,4.0,False,Total Amount,19.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,28500000.0
brand-new-house-on-sale-inside-colony-bhaisepati,"Brand new house on sale inside Colony, Bhaisepati",,False,False,2.5,4.0,4.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1197.87,25000000.0
house-on-sale-at-jarankhu-NH12593,House on sale at Jarankhu,,False,False,2.0,,2.0,False,Total Amount,11.5,North-East,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,877.01,15000000.0
house-on-sale-in-hattigauda-near-ganesh-school,"House on sale in Hattigauda, near Ganesh School",,False,False,2.5,3.0,4.0,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1882.37,32500000.0
house-on-sale-at-kadaghari,House on sale at Kadaghari,2077.0,False,False,2.5,6.0,3.0,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Kadaghari,1369.0,21000000.0
bungalow-for-sale-in-budhanilkantha,Bungalow for sale in Budhanilkantha,,False,False,2.0,4.0,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,6845.0,80000000.0
brand-new-house-for-sale-at-bhaisepati,Brand new house for sale at Bhaisepati,,False,False,2.5,4.0,5.0,True,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2224.62,
house-on-sale-in-grande-villa-dhapasi,"House on sale in Grande Villa, Dhapasi",,False,False,2.5,3.0,4.0,False,Total Amount,16.0,South,Bagmati State,Kathmandu,Tokha  Municipality,Grande Villa,2738.0,42500000.0
resort-on-sale-in-tikabhairav-lalitpur,"Resort on sale in Tikabhairav, Lalitpur",,False,False,2.5,,,False,Total Amount,15.0,,Bagmati State,Lalitpur,Godawari Municipality,Tika Bhairav,109520.0,130000000.0
bungalow-house-for-sale-in-valley-homes-sunakothi,"Bungalow house for sale in Valley Homes, Sunakothi",2016.0,False,False,2.5,4.0,4.0,False,Total Amount,19.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sunakothi,2738.0,58500000.0
bungalow-on-sale-in-tokha-venus-residency,"Bungalow on sale in Tokha, Venus Residency",,False,False,2.5,4.0,4.0,True,Total Amount,20.0,,Bagmati State,Kathmandu,Tokha  Municipality,Tokha,2395.75,
brand-new-house-for-sale-at-budhanilkantha-NH12565,Brand new house for sale at Budhanilkantha,,False,False,2.5,5.0,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2053.5,47000000.0
house-on-sale-at-kapan-ram-mandir,"House on sale at Kapan, Ram Mandir",,False,False,2.5,6.0,3.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Ram Mandir,1540.12,27200000.0
house-for-sale-in-katunje-bhaktapur,"House for sale in Katunje, Bhaktapur",,False,False,3.5,,,False,Total Amount,20.0,West,Bagmati State,Bhaktapur,Suryabinayak Municipality,Katunje,,23500000.0
house-on-sale-at-chandol,House on sale at Chandol,,False,False,2.5,4.0,,False,Total Amount,15.5,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,1369.0,35000000.0
house-for-sale-at-chandol,House for sale at Chandol,2060.0,False,False,3.5,8.0,4.0,True,Total Amount,22.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,1283.43,
new-bungalow-house-on-sale-in-sukedhara,New bungalow house on sale in Sukedhara,,False,False,2.5,5.0,3.0,False,Total Amount,12.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Sukedhara,2053.5,40000000.0
new-house-on-sale-in-dhumbarahi,New house on sale in Dhumbarahi,,False,False,3.0,,,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Dhumbarahi,2716.6,62500000.0
house-on-sale-at-dhungedhara-NH12555,House on sale at Dhungedhara,2072.0,False,False,3.0,7.0,4.0,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Nagarjun  Municipality,Dhungedhara,1197.87,26000000.0
house-on-sale-in-kuleshwor,House on sale in Kuleshwor,,False,False,2.5,,,False,Total Amount,19.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kuleshwor,855.62,22500000.0
bungalow-on-sale-in-grande-villa-housing-tokha,"Bungalow on sale in Grande Villa Housing, Tokha",,False,False,2.0,,,False,Total Amount,19.0,North-East,Bagmati State,Kathmandu,Tokha  Municipality,Grande Villa,1197.87,27000000.0
bungalow-house-on-sale-in-pasikot,Bungalow house on sale in Pasikot,,False,False,2.5,4.0,3.0,False,Total Amount,15.0,North-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Pasikot,2738.0,42500000.0
house-for-sale-at-mandikhatar,House for sale at Mandikhatar,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Mandikhatar,1262.04,27000000.0
house-on-sale-in-sitapaila-padma-colony,"House on sale in Sitapaila, Padma Colony",,False,False,3.5,6.0,3.0,False,Total Amount,20.0,North,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,1369.0,25000000.0
house-on-sale-at-thapagaun-baneshwor-NH12532,"House on sale at Thapagaun, Baneshwor",,False,False,3.5,8.0,2.0,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Thapagaun,1369.0,27500000.0
house-on-sale-at-thulobharyang,House on sale at Thulobharyang,,False,False,2.0,3.0,4.0,False,Total Amount,20.0,North-West,Bagmati State,Kathmandu,Nagarjun  Municipality,Thulobharyang,2139.06,58500000.0
house-on-sale-at-swoyambhu,House on sale at Swoyambhu,,False,False,2.5,6.0,4.0,False,Total Amount,12.0,West,Bagmati State,Kathmandu,Nagarjun  Municipality,Swoyambhu,1369.0,18000000.0
house-on-sale-at-thankot,House on sale at Thankot,,False,False,2.5,4.0,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1540.12,16000000.0
new-house-on-sale-in-lolang-height,New house on sale in Lolang Height,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Lolang Height,1112.31,16500000.0
brand-new-house-on-sale-at-gothatar,Brand new house on sale at Gothatar,,False,False,2.5,,,False,Total Amount,28.0,North-East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1283.43,22000000.0
brand-new-house-on-sale-in-ochu-height-imadol,"Brand new house on sale in Ochu Height, Imadol",,False,False,2.5,3.0,3.0,False,Total Amount,13.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,898.4,17000000.0
brand-new-bungalow-on-sale-in-golfutar-hepali-height,"Brand new bungalow on sale in Golfutar, Hepali Height",,False,False,3.0,5.0,5.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1882.37,40000000.0
brand-new-house-on-sale-in-nakkhu,Brand new house on sale in Nakkhu,,False,False,2.5,4.0,4.0,True,Total Amount,20.0,South-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakkhu,1240.6499999999999,
house-on-sale-in-ekantakuna,House on sale in Ekantakuna,,False,False,2.5,3.0,2.0,True,Total Amount,13.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Ekantakuna,1026.75,
house-on-sale-in-samakhusi-bhandari-tole,"House on sale in Samakhusi, Bhandari Tole",2014.0,False,False,3.5,7.0,4.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,1625.68,26000000.0
house-on-sale-in-samakhusi,House on sale in Samakhusi,,False,False,3.5,6.0,4.0,False,Total Amount,10.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,1048.14,25500000.0
house-for-sale-at-sanobharyang,House for sale at Sanobharyang,2019.0,False,False,2.5,5.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Sanobharyang,1540.12,29000000.0
house-on-sale-near-kalanki-mandir,House on sale near Kalanki Mandir,,False,False,2.5,6.0,5.0,False,Total Amount,12.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,2909.12,60000000.0
brand-new-house-on-sale-in-imadol-lalitpur,"Brand new house on sale in Imadol, Lalitpur",2077.0,False,False,2.0,5.0,3.0,False,Total Amount,15.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Gwarko,1369.0,19500000.0
house-on-sale-at-golfutar-budhanilkantha-NH12487,"House on sale at Golfutar, Budhanilkantha",,False,False,2.5,5.0,,False,Total Amount,20.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,37000000.0
house-for-sale-in-thankot,House for sale in Thankot,,False,False,,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1026.75,15000000.0
new-house-on-sale-in-dhapasi,New house on sale in Dhapasi,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1369.0,28500000.0
house-on-sale-at-imadol-NH12476,House on sale at Imadol,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1197.87,19000000.0
full-furnished-bungalow-on-sale-in-bhaisepati,Full furnished bungalow on sale in Bhaisepati,,False,False,2.5,4.0,4.0,False,Total Amount,20.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1176.48,38500000.0
bungalow-for-sale-in-bhaisepati-lalitpur,"Bungalow for sale in Bhaisepati, Lalitpur",,False,False,2.5,4.0,4.0,False,Total Amount,20.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1176.48,38500000.0
bungalow-for-sale-in-bhaisepati,Bungalow for sale in Bhaisepati,,False,False,2.5,4.0,5.0,False,Total Amount,13.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1711.25,42500000.0
bungalow-house-for-sale-in-bhaisepati-manjushree-colony,"Bungalow house for sale in Bhaisepati, Manjushree Colony",,False,False,2.0,4.0,5.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,28500000.0
house-on-sale-in-dhapasi-height,House on sale in Dhapasi Height,,False,False,2.5,6.0,6.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1711.25,32000000.0
house-on-sale-in-rudreshwor-budhanilkantha,"House on sale in Rudreshwor, Budhanilkantha",,False,False,2.5,5.0,5.0,False,Total Amount,14.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,2609.65,42000000.0
house-for-sale-in-bhaisepati,House for sale in Bhaisepati,,False,False,2.5,4.0,4.0,True,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1882.37,
house-on-sale-in-dhumbarahi,House on sale in Dhumbarahi,,False,False,3.5,7.0,6.0,False,Total Amount,10.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Dhumbarahi,2502.7,65000000.0
house-on-sale-in-narayanthan,House on sale in Narayanthan,,False,False,2.5,5.0,6.0,False,Total Amount,18.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,2053.5,47500000.0
house-on-sale-in-kunwar-colony-dhapasi,"House on sale in Kunwar Colony, Dhapasi",2020.0,False,False,2.5,5.0,4.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2053.5,32500000.0
house-for-sale-in-deuba-chowk-budhanilkantha-NH12451,"House for sale in Deuba Chowk, Budhanilkantha",,False,False,2.5,5.0,5.0,False,Total Amount,14.0,South-West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Deuwa chowk,1454.56,32500000.0
house-for-sale-in-gairidhara,House for sale in Gairidhara,,False,False,2.5,5.0,3.0,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gairidhara,2224.62,55000000.0
commercial-building-on-sale-in-chabahil,Commercial building on sale in Chabahil,,False,False,6.0,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gopikrishna Hall,3080.25,180000000.0
house-on-sale-in-pepsicola,House on sale in Pepsicola,,False,False,2.5,,,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,1326.21,33000000.0
house-on-sale-in-baluwatar,House on sale in Baluwatar,,False,False,2.5,4.0,4.0,False,Total Amount,13.0,South-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,1711.25,55000000.0
house-on-sale-in-jarankhu,House on sale in Jarankhu,,False,False,2.0,5.0,2.0,False,Total Amount,13.0,North-West,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Jarankhu,1240.6499999999999,16000000.0
house-on-sale-in-sukedhara-ekatabasti,"House on sale in Sukedhara, Ekatabasti",,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Sukedhara,1369.0,27000000.0
house-on-sale-in-sukedhara,House on sale in Sukedhara,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Sukedhara,1112.31,19700000.0
house-on-sale-in-kapan-housing-budhanilkantha,"House on sale in Kapan Housing, Budhanilkantha",,False,False,2.5,,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,21500000.0
semi-commercial-house-on-sale-in-sitapaila,Semi commercial house on sale in Sitapaila,,False,False,2.5,5.0,5.0,False,Total Amount,22.0,South,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,2566.87,29500000.0
2-houses-for-sale-in-one-compound-at-bhaisepati,2 houses for sale in one compound at Bhaisepati,2020.0,False,False,2.5,8.0,9.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,9240.75,178500000.0
house-on-sale-in-milanchowk-baneshwor,"House on sale in Milanchowk, Baneshwor",1990.0,False,False,2.0,5.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baneshwor,3593.62,85000000.0
semi-commercial-house-on-sale-in-dallu,Semi commercial house on sale in Dallu,,False,False,2.5,7.0,3.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Dallu,1711.25,35000000.0
house-on-sale-in-kusunti-lalitpur,"House on sale in Kusunti, Lalitpur",,False,False,2.5,4.0,4.0,False,Total Amount,18.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kusunti,1925.1499999999999,37000000.0
semi-bungalow-on-sale-in-rudreshwor-chowk-budhanilkantha,"Semi bungalow on sale in Rudreshwor Chowk, Budhanilkantha",,False,False,2.5,7.0,3.0,False,Total Amount,18.0,North-West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,1754.03,37500000.0
brand-new-house-for-sale-in-bhaisepati-NH12420,Brand new house for sale in Bhaisepati,,False,False,2.5,4.0,4.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,38000000.0
house-for-sale-at-mandikhatar-NH12419,House for sale at Mandikhatar,,False,False,3.0,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Mandikhatar,1711.25,31500000.0
house-on-sale-in-bhaktapur-sudal,"House on sale in Bhaktapur, Sudal",,False,False,1.0,2.0,1.0,False,Total Amount,10.0,,Bagmati State,Bhaktapur,Changunarayan Municipality,Sudal,1069.53,7500000.0
house-on-sale-in-gothatar-tejbinayak-chowk,"House on sale in Gothatar, Tejbinayak Chowk",,False,False,3.0,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1026.75,18500000.0
brand-new-house-for-sale-in-bhaisepati-NH12411,Brand new house for sale in Bhaisepati,,False,False,2.5,4.0,5.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1219.26,24500000.0
house-on-sale-at-kapan-height,House on sale at Kapan Height,,False,False,2.5,6.0,5.0,False,Total Amount,12.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1304.8200000000002,24000000.0
house-on-sale-in-sitapaila,House on sale in Sitapaila,2074.0,False,False,2.5,6.0,3.0,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,1540.12,32500000.0
house-on-sale-in-sanepa,House on sale in Sanepa,2005.0,False,False,2.0,2.0,3.0,False,Total Amount,15.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,1882.37,50000000.0
new-house-on-sale-in-golfutar-special-chowk,"New house on sale in Golfutar, Special Chowk",,False,False,2.5,5.0,4.0,False,Total Amount,13.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,27000000.0
house-on-sale-in-imadol-lalitpur,"House on sale in Imadol, Lalitpur",,False,False,2.5,,,True,Total Amount,10.0,West,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,983.96,
house-on-sale-in-dhapakhel-krishnanagar,"House on sale in Dhapakhel, Krishnanagar",,False,False,3.0,,,True,Total Amount,20.0,North-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1155.09,
house-on-sale-in-badeli-budhanilkantha,"House on sale in Badeli, Budhanilkantha",,False,False,2.5,4.0,3.0,False,Total Amount,13.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Badeli,1711.25,26000000.0
house-for-sale-in-imadol-krishna-mandir-NH12389,"House for sale in Imadol, Krishna Mandir",2077.0,False,False,2.5,,3.0,False,Total Amount,16.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1112.31,22500000.0
brand-new-house-on-sale-in-imadol-nayabasti,"Brand new house on sale in Imadol, Nayabasti",2077.0,False,False,2.5,,3.0,False,Total Amount,16.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1197.87,23500000.0
house-for-sale-in-bafal,House for sale in Bafal,,False,False,2.5,,3.0,True,Total Amount,13.0,North,Bagmati State,Kathmandu,Nagarjun  Municipality,Bafal,1540.12,
house-on-sale-in-jorpati-besigaun,"House on sale in Jorpati, Besigaun",,False,False,3.0,,3.0,False,Total Amount,15.0,North,Bagmati State,Kathmandu,Gokarneshwar Municipality,Besigaun,1026.75,16000000.0
house-on-sale-in-nagdhunga,House on sale in Nagdhunga,,False,False,2.0,3.0,2.0,False,Total Amount,10.0,East,Bagmati State,Kathmandu,Chandragiri  Municipality,Nagdhunga,1197.87,8500000.0
house-for-sale-near-khwopa-engineering-college-bhaktapur,"House for sale near Khwopa Engineering college, Bhaktapur",2068.0,False,False,2.5,3.0,2.0,False,Total Amount,13.0,East,Bagmati State,Bhaktapur,Bhaktapur Municipality,Liwali,2566.87,35000000.0
house-on-sale-in-imadol-ochu-height,"House on sale in Imadol, Ochu Height",2077.0,False,False,2.5,4.0,4.0,False,Total Amount,14.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1026.75,18500000.0
house-on-sale-in-nakhu-near-by-mediciti-hospital,House on sale in Nakhu near by Mediciti Hospital,,False,False,2.5,4.0,5.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakkhu,1197.87,26500000.0
